timestamp	sai2::realsense::left_hand	sai2::realsense::right_hand	sai2::realsense::center_hips
2024-08-06 15:18:13.486971	[-0.15043075  0.62322113  2.9454386 ]	[ 0.05454082 -0.49311759  1.42483026]	[-0.03691173  0.9065624   3.19737755]
2024-08-06 15:18:13.688857	[-0.12414815  0.57121944  2.25396802]	[ 0.04657668 -0.49193312  1.47226985]	[-0.04511659  0.89173487  2.85407282]
2024-08-06 15:18:13.890299	[-0.07145537  0.57549305  1.9141705 ]	[ 0.03494915 -0.50833701  1.50518081]	[-0.05405385  0.86864591  2.51394591]
2024-08-06 15:18:14.041247	[-0.03350835  0.63099362  2.09935272]	[ 0.01114136 -0.51206489  1.64622222]	[-0.07179866  0.82344266  1.62294421]
2024-08-06 15:18:14.192235	[-0.01179763  0.59302609  2.59142709]	[-0.03757129 -0.39030894  2.184     ]	[-0.08979474  0.79426185  0.7314847 ]
2024-08-06 15:18:14.444856	[0.08609586 0.6862838  1.22121324]	[-0.03757129 -0.39030894  2.184     ]	[-0.0975873   0.75965458  0.7429726 ]
2024-08-06 15:18:14.647217	[0.14889687 0.78646707 1.47023621]	[-0.03757129 -0.39030894  2.184     ]	[-0.09771658  0.72246883  0.74601397]
2024-08-06 15:18:14.900262	[ 0.16533405  0.92911272 18.88362333]	[-0.03757129 -0.39030894  2.184     ]	[-0.09701782  0.69020048  0.68373083]
2024-08-06 15:18:15.153189	[ 0.16494438  0.89786658 21.80935289]	[-0.03757129 -0.39030894  2.184     ]	[-0.09382081  0.68590267  0.64934447]
2024-08-06 15:18:15.405362	[ 0.17202518  0.8937881  17.46135933]	[-0.16457476  0.6993773   0.53677778]	[-0.09266315  0.67946708  0.67572252]
2024-08-06 15:18:15.657369	[ 0.1639083   0.88790668 19.93582611]	[-0.14305472  0.77080904  0.53835673]	[-0.09205445  0.65929337  0.6868125 ]
2024-08-06 15:18:15.910157	[ 0.15764487  0.89008248 24.11561893]	[-0.11469331  0.79061572  0.56275933]	[-0.09214256  0.65252737  0.70310652]
2024-08-06 15:18:16.163035	[0.15011806 0.86893204 9.50846519]	[-0.10931423  0.79152766  0.57557627]	[-0.09261567  0.66100045  0.70511957]
2024-08-06 15:18:16.365937	[ 0.14560763  0.888593   11.83971949]	[-0.100691    0.81258709  0.97810641]	[-0.0919766   0.66138329  0.66257547]
2024-08-06 15:18:16.619846	[ 0.12354158  0.8929341  16.43356376]	[-0.06994135  0.8580593   1.30509966]	[-0.08966002  0.6474777   0.61610589]
2024-08-06 15:18:16.823373	[ 0.1274123   0.91551132 25.68607018]	[-0.05453275  0.86590464  1.40412618]	[-0.08496301  0.65066989  0.61521563]
2024-08-06 15:18:17.026573	[0.13592136 0.84603961 2.1234539 ]	[-0.06658589  0.85113601  1.49043242]	[-0.08563349  0.66245621  0.60430217]
2024-08-06 15:18:17.280191	[0.12427177 0.76144492 0.64175439]	[-0.07380432  0.88363929  1.9794426 ]	[-0.08671603  0.67374745  0.60016998]
2024-08-06 15:18:17.684281	[0.12416731 0.8271795  1.04962622]	[-0.09025738  0.82968762  1.10839256]	[-0.09008349  0.69903512  0.62644856]
2024-08-06 15:18:17.987036	[0.12028039 0.84104987 0.96260078]	[-0.10097291  0.80901259  1.26371093]	[-0.09188508  0.68007833  0.63307081]
2024-08-06 15:18:18.139016	[0.10968526 0.89559726 1.09794167]	[-0.09358907  0.84349775  1.52973063]	[-0.08977399  0.67862961  0.63353865]
2024-08-06 15:18:18.392261	[0.12301024 0.87417873 1.19279485]	[-0.07451685  0.75411183  0.62494243]	[-0.08769989  0.67193879  0.63820159]
2024-08-06 15:18:18.594779	[0.11443029 0.89854649 2.22039495]	[-0.0887351   0.73767867  0.62880332]	[-0.0849137   0.65912542  0.64374009]
2024-08-06 15:18:18.847770	[0.11383349 0.82466253 1.93374138]	[-0.11333266  0.78540924  2.07083764]	[-0.08390167  0.62708541  0.65217492]
2024-08-06 15:18:18.949086	[0.1312566  0.77494512 2.1344858 ]	[-0.10327799  0.80309089  1.76262925]	[-0.08772056  0.66719943  0.63612596]
2024-08-06 15:18:19.202025	[0.13991135 0.77987072 1.88137371]	[-0.12556818  0.77658848  1.56996677]	[-0.09062311  0.66554279  0.63531677]
2024-08-06 15:18:19.404051	[0.14047995 0.8051368  2.0086521 ]	[-0.19437966  0.76673404  2.04835875]	[-0.0913015   0.67042108  0.63358469]
2024-08-06 15:18:19.606311	[0.15754917 0.77198202 1.54892215]	[-0.22391407  0.77084113  2.50295648]	[-0.09231446  0.67175662  0.62985501]
2024-08-06 15:18:19.808818	[0.16724528 0.78039077 1.64598851]	[-0.26540054  0.70254226  1.29451989]	[-0.09251847  0.71732358  0.62161032]
2024-08-06 15:18:19.960895	[0.16012554 0.78764552 1.75289311]	[-0.3820672   0.6053032   1.69079532]	[-0.08871045  0.73660707  0.61511649]
2024-08-06 15:18:20.162570	[0.14861874 0.76617088 1.8973513 ]	[-0.53724858  0.56933562  2.94711111]	[-0.08928328  0.76289575  0.60527484]
2024-08-06 15:18:20.364847	[0.14929625 0.75041324 2.05032068]	[-0.53724858  0.56933562  2.94711111]	[-0.0901223   0.78010927  0.59790539]
2024-08-06 15:18:20.567712	[0.14980469 0.69892763 0.62139061]	[-0.53724858  0.56933562  2.94711111]	[-0.09158852  0.78916785  0.59168788]
2024-08-06 15:18:20.770119	[0.14481337 0.71024971 0.6198706 ]	[-0.54595194  0.61933104  0.        ]	[-0.09239627  0.76810511  0.58485939]
2024-08-06 15:18:20.972869	[0.14488811 0.70457504 0.62117785]	[-0.43428674  0.65576656  0.25742105]	[-0.09367694  0.76450319  0.58580021]
2024-08-06 15:18:21.225398	[0.14685636 0.70408892 0.62125019]	[-0.38866736  0.65758802  0.34958672]	[-0.09588898  0.76302935  0.58542798]
2024-08-06 15:18:21.428012	[0.1439917  0.72142559 0.61908869]	[-0.354895    0.67737602  0.38434487]	[-0.09863278  0.75612619  0.58625248]
2024-08-06 15:18:21.680750	[0.13845219 0.72105467 0.61999293]	[-0.34521867  0.70125317  0.40255422]	[-0.10188111  0.73304632  0.59314078]
2024-08-06 15:18:21.781977	[0.13984269 0.72071758 0.60961336]	[-0.26168808  0.72365411  0.54186324]	[-0.10823771  0.71260598  0.60304126]
2024-08-06 15:18:22.035028	[0.1379924  0.76128574 0.60472239]	[-0.21799704  0.76819514  0.95865824]	[-0.10973107  0.70016554  0.6088489 ]
2024-08-06 15:18:22.186981	[0.13842054 0.7943093  0.59850156]	[-0.17266157  0.82762076  1.41858806]	[-0.10756646  0.68487158  0.61592707]
2024-08-06 15:18:22.338848	[0.13752935 0.82210989 0.59368289]	[-0.13889202  0.87172699  1.94347005]	[-0.10158375  0.66908186  0.62532557]
2024-08-06 15:18:22.540952	[0.14507016 0.84453962 0.58826596]	[-0.08469442  0.86321411  2.12081149]	[-0.09628973  0.67773088  0.62192711]
2024-08-06 15:18:22.793961	[0.13781662 0.83293679 0.60632807]	[-0.06438016  0.8922167   2.28949388]	[-0.08941388  0.70149825  0.60890638]
2024-08-06 15:18:22.996235	[0.13383664 0.80200849 0.60766234]	[-0.06914455  0.8676301   1.78342624]	[-0.08815607  0.70951207  0.60490708]
2024-08-06 15:18:23.249030	[0.13210596 0.78792828 0.60993387]	[-0.08071087  0.81470808  1.22076662]	[-0.08940023  0.70689731  0.60552985]
2024-08-06 15:18:23.501877	[0.13012698 0.76681113 0.6126975 ]	[-0.0885425   0.75912804  0.59323024]	[-0.09044458  0.71429465  0.60156621]
2024-08-06 15:18:23.704012	[0.13203267 0.76872269 0.61260845]	[-0.09305705  0.76365082  0.59035505]	[-0.08967194  0.71105301  0.60326827]
2024-08-06 15:18:23.906451	[0.13304717 0.77240461 0.61243687]	[-0.09344174  0.76102272  0.5931263 ]	[-0.08893267  0.68642801  0.61501784]
2024-08-06 15:18:24.108935	[0.13907776 0.79106012 0.6097991 ]	[-0.08845255  0.72638312  0.59796146]	[-0.08995546  0.68867881  0.61362902]
2024-08-06 15:18:24.361966	[0.14732378 0.81887222 0.5950542 ]	[-0.08357303  0.74643559  0.59118129]	[-0.08875273  0.68714217  0.61480142]
2024-08-06 15:18:24.613963	[0.1526535  0.82966758 0.58118728]	[-0.07538774  0.7580862   0.59088889]	[-0.08986236  0.69187468  0.61291387]
2024-08-06 15:18:24.917611	[0.14871018 0.81862886 0.58028572]	[-0.04304751  0.77335203  0.60555556]	[-0.09062307  0.692651    0.61244826]
2024-08-06 15:18:25.170549	[0.15140087 0.81666536 0.57731345]	[-0.06806826  0.78959366  0.5921345 ]	[-0.08760383  0.70453998  0.60694155]
2024-08-06 15:18:25.423736	[0.15518641 0.81947082 0.56579797]	[-0.06931628  0.78351334  0.59133046]	[-0.09017804  0.71123226  0.60358693]
2024-08-06 15:18:25.626206	[0.15272253 0.81221109 0.57662693]	[-0.07128594  0.7915072   0.59060092]	[-0.08969408  0.71039451  0.60388703]
2024-08-06 15:18:25.879094	[0.14710973 0.80748243 0.58934303]	[-0.07208158  0.78881777  0.5900596 ]	[-0.09075164  0.70169274  0.60704084]
2024-08-06 15:18:26.131962	[0.1476558  0.8293755  0.58484016]	[-0.08015798  0.78863215  0.58602359]	[-0.0910471   0.68604087  0.61324572]
2024-08-06 15:18:26.334236	[0.14681449 0.82575991 0.58353248]	[-0.07508185  0.78249091  0.58886724]	[-0.09219402  0.70053368  0.60518828]
2024-08-06 15:18:26.587202	[0.14618903 0.8197997  0.58329254]	[-0.07624549  0.78791938  0.58863059]	[-0.08745441  0.69614375  0.60813956]
2024-08-06 15:18:26.789759	[0.1442887  0.81160698 0.58821276]	[-0.07467916  0.76980211  0.58910486]	[-0.08795104  0.698542    0.60706601]
2024-08-06 15:18:27.042930	[0.14028476 0.79957752 0.59339914]	[-0.06265184  0.78566299  0.59410985]	[-0.08745602  0.69432754  0.60931064]
2024-08-06 15:18:27.245407	[0.14224059 0.80029336 0.59093011]	[-0.05187201  0.83775481  1.37032554]	[-0.08699544  0.70118276  0.60705247]
2024-08-06 15:18:27.498266	[0.14052635 0.80584151 0.58825882]	[-0.04658352  0.840094    1.2076677 ]	[-0.08345203  0.7033703   0.60785961]
2024-08-06 15:18:27.700659	[0.13502413 0.79283407 0.60694343]	[-0.0559727   0.81791919  1.11061232]	[-0.08738389  0.69890085  0.60980281]
2024-08-06 15:18:27.903032	[0.13288429 0.78592629 0.60775691]	[-0.03968192  0.71999826  1.47510872]	[-0.09102355  0.69207775  0.61237274]
2024-08-06 15:18:28.156095	[0.13040381 0.79853925 0.60589257]	[-0.03129196  0.56835383  1.57396904]	[-0.08673242  0.69051019  0.61280501]
2024-08-06 15:18:28.358543	[0.13202232 0.77029154 0.60977635]	[-0.0165772   0.3748335   0.98454165]	[-0.08420628  0.66205911  0.62254436]
2024-08-06 15:18:28.611430	[0.13254194 0.76280444 0.61094394]	[-0.00136963  0.17889943  1.03072694]	[-0.08865837  0.62716321  0.63578689]
2024-08-06 15:18:28.864239	[0.13000898 0.72764792 0.61599564]	[0.03336811 0.00738319 1.07842902]	[-0.08721221  0.61246523  0.64082201]
2024-08-06 15:18:29.167715	[0.12799607 0.71671981 0.61745892]	[ 0.03998118 -0.02243711  0.61327799]	[-0.08903618  0.59089585  0.65138926]
2024-08-06 15:18:29.370068	[0.12858057 0.66809465 0.62489261]	[ 0.04235362 -0.02516531  0.6109651 ]	[-0.10086233  0.57388053  0.65831421]
2024-08-06 15:18:29.572587	[0.12279878 0.69347676 0.62231325]	[ 0.03379991 -0.04561022  0.62122604]	[-0.11072079  0.57403834  0.66180864]
2024-08-06 15:18:29.724063	[0.11859463 0.7016216  0.62153232]	[ 0.01682338 -0.06288404  0.62784904]	[-0.1119516   0.5773986   0.66242796]
2024-08-06 15:18:29.926083	[0.11244175 0.71891944 0.61950006]	[ 0.00379836 -0.08994108  0.63762136]	[-0.11596699  0.56559458  0.66819584]
2024-08-06 15:18:30.128249	[0.11102247 0.73518163 0.61784669]	[-0.01098191 -0.13306126  0.65501837]	[-0.115921    0.55921917  0.67048273]
2024-08-06 15:18:30.279833	[0.1092775  0.7458483  0.61652643]	[-0.02198711 -0.15257212  0.66865654]	[-0.11710737  0.54465932  0.98215734]
2024-08-06 15:18:30.482251	[0.10568592 0.75448673 0.61595701]	[-0.02248249 -0.13577158  0.65756596]	[-0.1191029   0.53486605  1.02127954]
2024-08-06 15:18:30.684666	[0.10851879 0.74023386 0.61865176]	[-0.01995201 -0.12288222  0.6501835 ]	[-0.11763937  0.51945677  1.06432862]
2024-08-06 15:18:30.836575	[0.11673316 0.72863234 0.62170794]	[-0.01879976 -0.10834038  0.64325112]	[-0.11719413  0.51148395  1.10846801]
2024-08-06 15:18:31.038957	[0.11994652 0.73327874 0.62221815]	[-0.03327801 -0.07121452  1.25408835]	[-0.11220402  0.49732384  1.15438842]
2024-08-06 15:18:31.241743	[0.124574   0.74748524 0.62092302]	[-0.08899568 -0.03555842  1.89669667]	[-0.117193    0.53190623  0.66680714]
2024-08-06 15:18:31.393753	[0.12877344 0.72741516 0.66240261]	[-0.11153122 -0.01245187  2.29934997]	[-0.11806135  0.56835129  0.65030169]
2024-08-06 15:18:31.545691	[0.1434261  0.74560848 9.03661269]	[-0.15179564  0.01720121  2.98151251]	[-0.12353908  0.60782356  0.63550776]
2024-08-06 15:18:31.697442	[ 0.1589494   0.7460349  18.34210454]	[-0.22726737  0.05894757  4.37485965]	[-0.12792479  0.66446333  0.61261921]
2024-08-06 15:18:31.900070	[ 0.16816566  0.74211395 20.29201056]	[-0.35370209  0.070086    4.25211111]	[-0.13674548  0.72081225  0.60287214]
2024-08-06 15:18:32.052002	[ 0.18184137  0.71712481 26.74328195]	[-0.35370209  0.070086    4.25211111]	[-0.13581163  0.7316502   0.61729092]
2024-08-06 15:18:32.203862	[ 0.19360535  0.75820173 33.42901328]	[-0.35370209  0.070086    4.25211111]	[-0.13831218  0.72334947  0.61434879]
2024-08-06 15:18:32.405855	[ 0.18848719  0.75327587 23.20122073]	[-0.35370209  0.070086    4.25211111]	[-0.1398936   0.73370434  0.60232322]
2024-08-06 15:18:32.557224	[ 0.17995612  0.76163127 21.87533197]	[-0.35370209  0.070086    4.25211111]	[-0.14058809  0.73360123  0.6000204 ]
2024-08-06 15:18:32.708544	[ 0.18462409  0.77612787 25.65901349]	[-0.35370209  0.070086    4.25211111]	[-0.14032807  0.74410032  0.59806593]
2024-08-06 15:18:32.961335	[ 0.1866119   0.79048971 21.34390912]	[-0.35370209  0.070086    4.25211111]	[-0.13904356  0.74873767  0.60496794]
2024-08-06 15:18:33.214343	[ 0.19020725  0.80044023 17.1775814 ]	[-0.35370209  0.070086    4.25211111]	[-0.13716961  0.75279795  0.63531469]
2024-08-06 15:18:33.517810	[ 0.19490655  0.81460755 18.77495946]	[-0.35370209  0.070086    4.25211111]	[-0.13840942  0.7610262   0.64930607]
2024-08-06 15:18:33.720316	[0.19173982 0.82715652 3.55143428]	[-0.35370209  0.070086    4.25211111]	[-0.13930553  0.76270365  0.66450749]
2024-08-06 15:18:33.973009	[0.19056628 0.82360817 1.70489933]	[-0.35370209  0.070086    4.25211111]	[-0.14023607  0.75041266  0.65130563]
2024-08-06 15:18:34.225656	[0.18581733 0.80928009 1.60312312]	[-0.35370209  0.070086    4.25211111]	[-0.14080153  0.74540284  0.62628681]
2024-08-06 15:18:34.477885	[0.1736688  0.77068745 1.60430969]	[-0.35370209  0.070086    4.25211111]	[-0.13890015  0.73400086  0.59418798]
2024-08-06 15:18:34.678812	[0.16256109 0.75020317 1.39914   ]	[-0.35370209  0.070086    4.25211111]	[-0.13653572  0.72961643  0.59016477]
2024-08-06 15:18:34.930650	[0.1641829  0.74038096 1.62616153]	[-0.35370209  0.070086    4.25211111]	[-0.13629182  0.73223116  0.58157539]
2024-08-06 15:18:35.132781	[0.15683089 0.73509892 1.58356567]	[ 0.53372177 -0.67145061  0.551     ]	[-0.13667452  0.730525    0.5776688 ]
2024-08-06 15:18:35.435570	[0.15289961 0.74582019 2.24946004]	[ 0.53372177 -0.67145061  0.551     ]	[-0.13664233  0.72704666  0.57405657]
2024-08-06 15:18:35.688289	[0.1712298 0.7592522 2.5202456]	[ 0.53372177 -0.67145061  0.551     ]	[-0.1418476   0.75051975  0.56606931]
2024-08-06 15:18:35.941034	[0.1515162  0.61682591 2.48558615]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14041776  0.78344031  1.22842515]
2024-08-06 15:18:36.143269	[0.11656322 0.33873233 1.4039875 ]	[ 0.53372177 -0.67145061  0.551     ]	[-0.1287166   0.81679738  1.73696969]
2024-08-06 15:18:36.345718	[0.10180772 0.21548569 1.27524715]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12762421  0.82492531  1.57553036]
2024-08-06 15:18:36.598492	[ 0.07257865 -0.03776352  0.66221809]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12341492  0.85964756  1.72338632]
2024-08-06 15:18:36.851298	[ 0.02618317 -0.31854771  0.64538025]	[ 0.53372177 -0.67145061  0.551     ]	[-0.1171255   0.88221895  1.91925623]
2024-08-06 15:18:37.053525	[ 0.02481363 -0.41936118  0.62880862]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12083792  0.88010373  1.5860762 ]
2024-08-06 15:18:37.255793	[ 0.02625235 -0.4219568   0.62783467]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12562291  0.88130075  1.48612679]
2024-08-06 15:18:37.508741	[ 0.01939779 -0.4174869   0.63246238]	[ 0.53372177 -0.67145061  0.551     ]	[-0.1235347   0.89572866  2.77883006]
2024-08-06 15:18:37.710732	[ 0.01261468 -0.41812753  0.60955118]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12361099  0.90664228  3.36712929]
2024-08-06 15:18:37.964697	[ 0.00524942 -0.42212217  0.60517465]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12113953  0.92316117  6.85266523]
2024-08-06 15:18:38.167803	[-0.0041486  -0.42827906  0.59724516]	[ 0.53372177 -0.67145061  0.551     ]	[-0.11772948  0.9319508   7.27417069]
2024-08-06 15:18:38.370795	[-0.00982742 -0.43258628  0.5929025 ]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12178699  0.9403959   7.87736241]
2024-08-06 15:18:38.625160	[-0.00625508 -0.4362171   0.57982184]	[ 0.53372177 -0.67145061  0.551     ]	[-0.12861592  0.93482702  7.35024502]
2024-08-06 15:18:38.878982	[-0.00578706 -0.44021159  0.57945707]	[ 0.53372177 -0.67145061  0.551     ]	[-0.13358078  0.93203396  7.78428399]
2024-08-06 15:18:39.031547	[-0.0060706  -0.43407821  0.58058062]	[ 0.53372177 -0.67145061  0.551     ]	[-0.13948593  0.92187534  3.37646351]
2024-08-06 15:18:39.183651	[-0.00514059 -0.43461603  0.57765859]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14307899  0.90950006  3.41214297]
2024-08-06 15:18:39.335495	[-0.00560459 -0.43461508  0.57395455]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14209844  0.90431585  3.49548849]
2024-08-06 15:18:39.538123	[-0.00643889 -0.43574055  0.57758745]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14263916  0.90779419  2.89760393]
2024-08-06 15:18:39.690160	[-0.00693514 -0.43721948  0.58246069]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14358347  0.90482933  2.94526673]
2024-08-06 15:18:39.842160	[-0.00734397 -0.43122133  0.5701955 ]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14360081  0.90638345  3.00228583]
2024-08-06 15:18:39.994041	[-0.00704174 -0.41864664  0.55855322]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14355447  0.91233474  2.95016862]
2024-08-06 15:18:40.247344	[-0.00642985 -0.41021612  0.54294399]	[ 0.53372177 -0.67145061  0.551     ]	[-0.1450732   0.91760834  2.94209454]
2024-08-06 15:18:40.449967	[-0.00593141 -0.40813084  0.54315051]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14786155  0.90995329  3.01588149]
2024-08-06 15:18:40.652678	[-0.00498525 -0.40502965  0.54194525]	[ 0.53372177 -0.67145061  0.551     ]	[-0.14619593  0.92104012  3.01089163]
2024-08-06 15:18:40.804492	[ 0.0805764  -0.37246203 10.95433655]	[0.3402337  0.60572271 0.75933333]	[-0.14488726  0.92401116  2.9927635 ]
2024-08-06 15:18:40.956458	[ 0.17508003 -0.32151049 22.50752923]	[0.34439927 0.61911805 0.7352807 ]	[-0.14869135  0.932766    3.07521402]
2024-08-06 15:18:41.108232	[ 0.19454061 -0.31226372 24.94771778]	[0.34439927 0.61911805 0.7352807 ]	[-0.15568897  0.93616246  3.07274332]
2024-08-06 15:18:41.310419	[ 0.21653433 -0.30545846 27.65954401]	[0.34439927 0.61911805 0.7352807 ]	[-0.1533546   0.94389785  3.0751701 ]
2024-08-06 15:18:41.461775	[ 0.28811591 -0.27349994 36.42166967]	[0.34212493 0.61553643 0.73931553]	[-0.1522693   0.93205791  3.07673684]
2024-08-06 15:18:41.713925	[ 0.19055888 -0.29774876 24.48508487]	[0.34477323 0.6176969  1.55279827]	[-0.1522693   0.93205791  3.07673684]
2024-08-06 15:18:41.865354	[ 0.13745924 -0.40491615 17.22213187]	[0.34385568 0.60892354 1.69817343]	[-0.1522693   0.93205791  3.07673684]
2024-08-06 15:18:42.167944	[ 0.31515337 -0.41323059 20.56049013]	[0.34530142 0.61070241 1.47689997]	[-0.1406772   0.94530034  3.082     ]
2024-08-06 15:18:42.319452	[ 0.54753261 -0.42118257 30.90976015]	[0.34616076 0.61261758 1.337635  ]	[-0.1406772   0.94530034  3.082     ]
2024-08-06 15:18:42.520993	[ 0.54666082 -0.42591152 29.06725531]	[0.35031484 0.61559923 1.4071425 ]	[-0.1406772   0.94530034  3.082     ]
2024-08-06 15:18:42.723253	[ 0.54620211 -0.42705526 33.31175998]	[0.3486158  0.61807868 0.66961416]	[-0.1406772   0.94530034  3.082     ]
2024-08-06 15:18:42.976256	[ 0.45587776 -0.43304188 19.32242428]	[0.34852128 0.61876434 0.68905447]	[-0.14629199  0.90324748  3.039     ]
2024-08-06 15:18:43.228874	[ 0.35780596 -0.4277335  21.25643038]	[0.34763789 0.61935849 0.70329028]	[-0.15026758  0.91726428  3.04610526]
2024-08-06 15:18:43.481009	[ 0.24921183 -0.42368612 17.9313878 ]	[0.34586764 0.61743006 0.75921053]	[-0.14896007  0.91944348  2.97779336]
2024-08-06 15:18:43.682313	[ 0.21306066 -0.25464911 24.39519845]	[0.3047275  0.6137038  0.73014578]	[-0.05796415  0.90030506  2.4889401 ]
2024-08-06 15:18:43.934037	[ 0.17626058 -0.0620813  15.56797186]	[0.26083163 0.61510418 0.72108772]	[-0.00276865  0.89290545  2.19644893]
2024-08-06 15:18:44.084970	[ 0.2345934   0.05427873 20.41479952]	[0.25932993 0.61368865 0.72159287]	[0.08548738 0.88258828 1.7218032 ]
2024-08-06 15:18:44.286605	[ 0.33478886  0.24257254 28.56291103]	[0.27241425 0.61449123 0.73291412]	[0.18998044 0.86789427 1.67952381]
2024-08-06 15:18:44.437685	[ 0.53207586  0.62024774 44.94947368]	[0.29038555 0.6221867  1.18794095]	[0.30256898 0.85488056 1.20572784]
2024-08-06 15:18:44.639388	[ 0.54347619  0.64515412 22.07666667]	[0.31575946 0.63401121 1.33899343]	[0.31045312 0.87086209 2.182197  ]
2024-08-06 15:18:45.143845	[ 0.49491511  0.89864159 18.169     ]	[0.39199856 0.67927292 3.0194626 ]	[0.31186224 0.9062588  3.58718523]
2024-08-06 15:18:45.345883	[ 0.50816421  0.92359257 27.69526316]	[0.39525693 0.6895645  3.04079005]	[0.30643295 0.91655582 4.69182821]
2024-08-06 15:18:45.548463	[ 0.45779127  0.8784226  26.37995572]	[0.3995085  0.69284581 7.65607487]	[0.30486261 0.91728067 4.43262167]
2024-08-06 15:18:45.801490	[ 0.40715075  0.8197827  20.93878598]	[0.40159538 0.69294282 8.63096176]	[0.30293815 0.92261292 5.62045716]
2024-08-06 15:18:46.206371	[ 0.371167    0.78745023 22.07440959]	[0.39573906 0.66257898 8.18151911]	[0.30919664 0.92932376 5.78843071]
2024-08-06 15:18:46.408552	[ 0.35432012  0.74453389 14.97111661]	[0.39143276 0.64195313 8.47591647]	[0.31300517 0.93399249 5.85398698]
2024-08-06 15:18:46.712129	[0.36375883 0.72658229 9.62213515]	[0.38333275 0.62752432 1.73214989]	[0.31486234 0.93807546 5.59697067]
2024-08-06 15:18:46.914710	[ 0.56246974  0.89776035 21.845     ]	[0.37974021 0.6234011  1.46231545]	[0.31784992 0.94241549 5.56653337]
2024-08-06 15:18:48.786065	[ 0.45629704  0.92767223 65.535     ]	[0.37721705 0.62226101 1.32204928]	[0.31668246 0.95809724 4.74908146]
2024-08-06 15:18:49.595962	[ 0.48280672  0.86948413 59.99700344]	[0.37782264 0.6331536  2.20295912]	[0.30775459 0.93498041 4.23563435]
2024-08-06 15:18:49.848961	[ 0.52321165  0.78079629 51.55622222]	[0.3775844  0.63392015 2.08450724]	[0.311403   0.92773169 4.51957014]
2024-08-06 15:18:50.810690	[ 0.43569117  0.56013544 27.617     ]	[0.3736671  0.62297555 2.08661256]	[0.32586342 0.89770041 5.52803202]
2024-08-06 15:18:51.012999	[ 0.42453845  0.61393698 15.24531579]	[0.36744017 0.61453505 1.5999673 ]	[0.32475457 0.88831532 5.89442363]
2024-08-06 15:18:51.215689	[ 0.42363716  0.63624001 30.12949446]	[0.35988276 0.60823987 1.2376616 ]	[0.31797335 0.87397544 5.25407505]
2024-08-06 15:18:51.469216	[ 0.42412773  0.65937853 23.9141294 ]	[0.35061217 0.60139103 0.89408876]	[0.31374574 0.86433831 5.39466102]
2024-08-06 15:18:51.671977	[ 0.4240651   0.67130315 20.4390265 ]	[0.3437791  0.60253457 0.84115577]	[0.30846234 0.86428492 5.85554511]
2024-08-06 15:18:51.874728	[ 0.40437763  0.72467678 15.32627311]	[0.34839261 0.61758239 0.79371517]	[0.31125244 0.86544433 0.73083456]
2024-08-06 15:18:52.077568	[ 0.39553695  0.74489243 16.74854529]	[0.35469532 0.63013839 0.77158682]	[0.31273598 0.87601261 0.78890753]
2024-08-06 15:18:52.330897	[0.39341404 0.75092783 4.64253364]	[0.3501094  0.63682082 0.72460926]	[0.32002059 0.89073842 1.85563372]
2024-08-06 15:18:52.533611	[0.39085399 0.75012329 5.10997773]	[0.34657464 0.64563176 0.68345337]	[0.32809963 0.9129308  3.09950418]
2024-08-06 15:18:52.787631	[0.406825   0.67563614 5.73295146]	[0.34328286 0.64704947 0.66918042]	[0.33730633 0.93350307 4.32034146]
2024-08-06 15:18:52.990660	[0.43654581 0.65130908 6.54043215]	[0.34426242 0.65046095 0.67538425]	[0.34201316 0.95899378 5.15420737]
2024-08-06 15:18:53.193593	[0.45207097 0.63149869 7.19815736]	[0.33591517 0.65407044 0.60203686]	[0.34207739 0.97386195 5.87176848]
2024-08-06 15:18:53.396647	[0.40295823 0.44556672 1.91118664]	[0.27804086 0.62664468 0.64421332]	[0.2699088  0.9284278  4.65170677]
2024-08-06 15:18:53.650678	[0.39671597 0.40025502 8.88092964]	[0.27277003 0.6140194  0.67545371]	[0.26243148 0.91958805 3.66253071]
2024-08-06 15:18:53.853680	[0.35813796 0.48553581 9.05655448]	[0.24278246 0.58678678 0.67039791]	[0.24876712 0.90816225 3.29111167]
2024-08-06 15:18:54.005890	[ 0.34705734  0.43558795 15.28445808]	[0.22623701 0.56915139 0.63708582]	[0.2318355  0.88795618 3.84782011]
2024-08-06 15:18:54.309718	[ 0.36121152  0.40889655 27.23774116]	[0.21146362 0.53302193 0.68570291]	[0.22293224 0.87895675 4.51849338]
